fold,modelo,auc_pr,roc_auc,segundos
F1,LightGBM_tuned,0.5735971862021774,0.9095243094339389,53.49706589995185
F1,CatBoost_ordered,0.5129472279129367,0.8873140516618739,172.06292779999785
F1,XGBoost_hist,0.5753774709597703,0.9072200232901044,169.44286619999912
F2,LightGBM_tuned,0.6554294929212263,0.9259768404462212,114.40719390002778
F2,CatBoost_ordered,0.6025096627360976,0.903672945024226,110.09032499999739
F2,XGBoost_hist,0.6360664993054401,0.9272746855895834,182.27627410000423
F3,LightGBM_tuned,0.6235416581300115,0.9304255257803106,162.0622177000041
F3,CatBoost_ordered,0.4751957057556472,0.8909209174894858,127.69205269997474
F3,XGBoost_hist,0.5757437942787614,0.9228215323423081,196.78473190002842
