modelo,auc_pr_media,auc_pr_sd,roc_auc_media,segundos
LightGBM_tuned,0.6175227790844717,0.041246839690620596,0.9219755585534902,329.96647749998374
XGBoost_hist,0.5957292548479907,0.034933558593543544,0.9191054137406653,548.5038722000318
CatBoost_ordered,0.5302175321348939,0.06539043100059987,0.8939693047251952,409.84530549997
