auc_pr,roc_auc,brier,threshold,precision,recall,f1,tn,fp,fn,tp,costo_q,alertas_por_100k
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02561128401055442,0.13708187974553662,0.6498054474708171,0.22640230469411965,25771,4205,360,668,2268900.0,15717.326796542384
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02554267767371092,0.13593020896733618,0.6517509727626459,0.22494544233674668,25717,4259,358,670,2270220.0,15897.948651786866
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025588624055050933,0.13657738703741565,0.6498054474708171,0.22571380300726474,25753,4223,360,668,2272140.0,15775.383821442396
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025796795647867094,0.1399237933954276,0.6429961089494164,0.22983310152990263,25913,4063,367,661,2272740.0,15236.743645981163
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025512086031796177,0.13543561754598746,0.6517509727626459,0.22426778242677825,25699,4277,358,670,2273460.0,15956.00567668688
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025819268250308145,0.14027630180658873,0.642023346303502,0.2302459445316588,25931,4045,368,660,2273700.0,15175.461230808929
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025342034728092714,0.1326530612244898,0.6575875486381323,0.22077073807968647,25556,4420,352,676,2274000.0,16436.588827248095
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02573944385917701,0.13904641881957572,0.6439688715953308,0.22870962169632061,25877,4099,366,662,2275020.0,15356.083086053413
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025660300486950706,0.1375387797311272,0.646887159533074,0.22684632440730002,25806,4170,363,665,2275200.0,15594.76196619791
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025564652676113908,0.1360488798370672,0.6498054474708171,0.22499157965644997,25734,4242,360,668,2275560.0,15836.66623661463
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025476744895075232,0.13463081861958268,0.6527237354085603,0.22322022621423818,25663,4313,357,671,2275740.0,16075.345116759127
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02576875885005972,0.13939266132433573,0.6429961089494164,0.2291161178509532,25895,4081,367,661,2275980.0,15294.800670881175
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02588455777281111,0.14132071413207142,0.6391050583657587,0.23146027831601199,25984,3992,371,657,2276760.0,14994.839375564443
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025495104337301577,0.13491743858236005,0.6517509727626459,0.2235568902235569,25680,4296,358,670,2276880.0,16017.288091859115
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02569724000200687,0.1381825760733639,0.6449416342412452,0.22760041194644695,25841,4135,365,663,2277300.0,15475.422526125662
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025327368791044007,0.1321603128054741,0.6575875486381323,0.22008790493244343,25537,4439,352,676,2277420.0,16497.871242420333
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02571953652321696,0.1384937238493724,0.6439688715953308,0.22796143250688705,25858,4118,366,662,2278440.0,15417.36550122565
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025632233112755486,0.13700041203131438,0.646887159533074,0.22611356681400885,25787,4189,363,665,2278620.0,15656.044381370146
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025451345244057805,0.13411952828303017,0.6527237354085603,0.22251699552313048,25644,4332,357,671,2279160.0,16136.627531931363
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02584108648756653,0.14038830808619587,0.6400778210116731,0.23027121609798776,25947,4029,370,658,2279220.0,15117.404205908915
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.02536195830963106,0.13275556430963167,0.6556420233463035,0.2208026208026208,25573,4403,354,674,2279340.0,16375.30641207586
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025276261652727828,0.1314052795031056,0.6585603112840467,0.2190938511326861,25501,4475,351,677,2279700.0,16617.21068249258
0.3689589320787886,0.8295915915611867,0.025750328435860163,0.025862915015710343,0.14074550128534705,0.6391050583657587,0.230688202247191,25965,4011,371,657,2280180.0,15056.121790736679
