modelo,auc_pr_media,auc_pr_sd,roc_auc_media,segundos_media,variables
LightGBM_corr_pruned,0.47268846879427856,0.07249644197483265,0.8640901851282269,24.770512900004785,128.0
CatBoost_nativo,0.4579863828137524,0.07420053226222462,0.8558058418399414,398.55388613333344,128.0
LightGBM_PCA95,0.44940096211745867,0.07468978681857341,0.8595623312711042,33.37726850000521,66.0
