modelo,threshold,precision,recall,f1,cost_q,alertas_por_100k
A,0.007002982042601935,0.06311207834602829,0.9602649006622517,0.11843986113947313,825300.0,51874.01219236848
A,0.007081707618944268,0.06351292159439334,0.9602649006622517,0.11914543960558752,820080.0,51546.62452020772
A,0.007087689001629185,0.06358254768691077,0.9602649006622517,0.1192679415998355,819180.0,51490.17836983518
A,0.007172892487927498,0.06391888913378885,0.9602649006622517,0.11985947509816079,814860.0,51219.23684804697
A,0.007239167444742577,0.06420190391852999,0.9602649006622517,0.12035692052293007,811260.0,50993.45224655678
A,0.007260935030120762,0.06433007985803017,0.9602649006622517,0.12058212058212059,809640.0,50891.84917588621
A,0.007337061307044582,0.0647465952221478,0.9602649006622517,0.12131353273373773,804420.0,50564.46150372544
A,0.007357102770175429,0.06483344511513525,0.9602649006622517,0.1214659685863874,803340.0,50496.72612327839
A,0.007437831478331234,0.0651685393258427,0.9602649006622517,0.12205387205387204,799200.0,50237.07383156468
A,0.00750115430898278,0.06547753443215172,0.9602649006622517,0.12259564574085817,795420.0,50000.0
A,0.007527394215291202,0.0655960190002262,0.9602649006622517,0.12280330298539063,793980.0,49909.68615940393
A,0.0076077144057002674,0.06602914389799636,0.9602649006622517,0.12356199403493823,788760.0,49582.29848724317
A,0.007628732191061616,0.0661345496009122,0.9602649006622517,0.12374653296351609,787500.0,49503.27387672161
A,0.007739664383986734,0.06646802658721064,0.9602649006622517,0.12433011789924975,783540.0,49254.91081508241
A,0.0077955680930631285,0.06680488366735775,0.9602649006622517,0.12491923325436138,779580.0,49006.547753443214
A,0.007833894117142725,0.06691278264882326,0.9602649006622517,0.12510785159620363,778320.0,48927.52314292165
A,0.007899739005239373,0.06713124274099884,0.956953642384106,0.12546125461254612,777480.0,48600.1354707609
A,0.007942291898440663,0.06725622527344659,0.956953642384106,0.12567949554250923,776040.0,48509.82163016482
A,0.008006528297070228,0.06758652946679139,0.956953642384106,0.12625600698995193,772260.0,48272.74779860013
A,0.008083697361327209,0.06793606017865539,0.956953642384106,0.12686567164179105,768300.0,48024.38473696094
A,0.008098362734877889,0.06804803390628679,0.956953642384106,0.12706089250384697,767040.0,47945.36012643938
A,0.00820695925883719,0.06851588430535799,0.956953642384106,0.12787610619469025,761820.0,47617.97245427862
A,0.008236910053178314,0.06864608076009501,0.956953642384106,0.12810283687943264,760380.0,47527.65861368254
A,0.008298000036945192,0.06899021246120793,0.956953642384106,0.1287018481407259,756600.0,47290.58478211786
A,0.008378548138548941,0.06937109937590015,0.956953642384106,0.12936436884512087,752460.0,47030.93249040416
